id,buggy-org,buggy,fixed-org,fixed,check1,check2
29792,"public java.lang.String METHOD_1 ( TYPE_1 VAR_1 ) { return VAR_1 . getText ( ) . toString ( ) . METHOD_2 ( STRING_1 , STRING_2 ) ; } 
","public java.lang.String METHOD_1 ( TYPE_1 VAR_1 ) { return VAR_1 . getText ( ) . toString ( ) . METHOD_2 ( STRING_1 , STRING_2 ) ; } 
","public java.lang.String METHOD_1 ( TYPE_1 VAR_1 ) { return VAR_1 . getText ( ) . toString ( ) . replaceAll ( STRING_1 , STRING_2 ) ; } 
","public java.lang.String METHOD_1 ( TYPE_1 VAR_1 ) { return VAR_1 . getText ( ) . toString ( ) . METHOD_2 ( STRING_1 , STRING_2 ) ; } 
",-2,-2
12197,"public void METHOD_1 ( java.lang.String VAR_1 ) { if ( VAR_2 ) { if ( TYPE_1 . METHOD_2 ( STRING_1 ) ) { VAR_3 . METHOD_3 ( VAR_1 ) ; } else { VAR_3 . METHOD_1 ( TYPE_2 . METHOD_4 ( VAR_1 ) ) ; } } } 
","public void METHOD_1 ( java.lang.String VAR_1 ) { if ( VAR_2 ) { if ( TYPE_1 . METHOD_2 ( STRING_1 ) ) { VAR_3 . METHOD_3 ( VAR_1 ) ; } else { VAR_3 . METHOD_1 ( TYPE_2 . METHOD_4 ( VAR_1 ) ) ; } } } 
","public void METHOD_1 ( java.lang.String name ) { if ( VAR_2 ) { if ( TYPE_1 . METHOD_2 ( STRING_1 ) ) { VAR_3 . METHOD_3 ( name ) ; } else { VAR_3 . METHOD_1 ( TYPE_2 . METHOD_4 ( name ) ) ; } } } 
","public void METHOD_1 ( java.lang.String VAR_1 ) { if ( VAR_2 ) { if ( TYPE_1 . METHOD_2 ( STRING_1 ) ) { VAR_3 . METHOD_3 ( VAR_1 ) ; } else { VAR_3 . METHOD_1 ( TYPE_2 . METHOD_4 ( VAR_1 ) ) ; } } } 
",-2,-2
25010,"public int METHOD_1 ( TYPE_1 < java.lang.Integer , java.lang.Long > VAR_1 , TYPE_1 < java.lang.Integer , java.lang.Long > VAR_2 ) { return TYPE_2 . METHOD_2 ( VAR_3 , VAR_4 ) ; } 
","public int METHOD_1 ( TYPE_1 < java.lang.Integer , java.lang.Long > VAR_1 , TYPE_1 < java.lang.Integer , java.lang.Long > VAR_2 ) { return TYPE_2 . METHOD_2 ( VAR_3 , VAR_4 ) ; } 
","public int METHOD_1 ( TYPE_1 < java.lang.Integer , java.lang.Long > VAR_1 , TYPE_1 < java.lang.Integer , java.lang.Long > VAR_2 ) { return VAR_3 . compareTo ( VAR_4 ) ; } 
","public int METHOD_1 ( TYPE_1 < java.lang.Integer , java.lang.Long > VAR_1 , TYPE_1 < java.lang.Integer , java.lang.Long > VAR_2 ) { return VAR_3 . METHOD_2 ( VAR_4 ) ; } 
",-2,-2
35759,"public void METHOD_1 ( TYPE_1 state ) ; 
","public void METHOD_1 ( TYPE_1 state ) ; 
","public void update ( TYPE_1 state ) ; 
","public void METHOD_1 ( TYPE_1 state ) ; 
",-2,-2
37080,"public static java.lang.String METHOD_1 ( ) { return ( VAR_1 . get ( ( ( int ) ( ( java.lang.Math.random ( ) ) * ( VAR_1 . size ( ) ) ) ) ) ) + STRING_1 ; } 
","public static java.lang.String METHOD_1 ( ) { return ( VAR_1 . get ( ( ( int ) ( ( java.lang.Math.random ( ) ) * ( VAR_1 . size ( ) ) ) ) ) ) + STRING_1 ; } 
","public java.lang.String METHOD_1 ( ) { return ( list . get ( ( ( int ) ( ( java.lang.Math.random ( ) ) * ( list . size ( ) ) ) ) ) ) + STRING_1 ; } 
","public java.lang.String METHOD_1 ( ) { return ( VAR_1 . get ( ( ( int ) ( ( java.lang.Math.random ( ) ) * ( VAR_1 . size ( ) ) ) ) ) ) + STRING_1 ; } 
",-2,-2
28756,"public void METHOD_1 ( TYPE_1 [ ] result ) { TYPE_2 [ ] VAR_1 = new TYPE_2 [ result . length ] ; METHOD_2 ( ) . add ( VAR_1 ) ; } 
","public void METHOD_1 ( TYPE_1 [ ] result ) { TYPE_2 [ ] VAR_1 = new TYPE_2 [ result . length ] ; METHOD_2 ( ) . add ( VAR_1 ) ; } 
","public void METHOD_1 ( TYPE_1 [ ] result ) { METHOD_2 ( ) . add ( result ) ; } 
","public void METHOD_1 ( TYPE_1 [ ] result ) { METHOD_2 ( ) . add ( VAR_1 ) ; } 
",-2,-2
20776,"public void METHOD_1 ( ) { METHOD_2 ( ) . METHOD_3 ( ) . replace ( VAR_1 , new TYPE_1 ( ) , VAR_2 ) . METHOD_4 ( null ) . commit ( ) ; } 
","public void METHOD_1 ( ) { METHOD_2 ( ) . METHOD_3 ( ) . replace ( VAR_1 , new TYPE_1 ( ) , VAR_2 ) . METHOD_4 ( null ) . commit ( ) ; } 
","public void METHOD_1 ( ) { METHOD_2 ( ) . METHOD_3 ( ) . replace ( VAR_1 , new TYPE_1 ( ) , VAR_2 ) . commit ( ) ; } 
","public void METHOD_1 ( ) { METHOD_2 ( ) . METHOD_3 ( ) . replace ( VAR_1 , new TYPE_1 ( ) , VAR_2 ) . METHOD_4 ( ) ; } 
",2,2
30717,"private void METHOD_1 ( java.lang.String [ ] VAR_1 , java.lang.String [ ] output , java.lang.String VAR_2 ) { java.lang.String VAR_3 = TYPE_1 . METHOD_2 ( VAR_4 , VAR_2 , false ) ; METHOD_3 ( VAR_3 , VAR_5 , VAR_2 ) ; } 
","private void METHOD_1 ( java.lang.String [ ] VAR_1 , java.lang.String [ ] output , java.lang.String VAR_2 ) { java.lang.String VAR_3 = TYPE_1 . METHOD_2 ( VAR_4 , VAR_2 , false ) ; METHOD_3 ( VAR_3 , VAR_5 , VAR_2 ) ; } 
","private void METHOD_1 ( java.lang.String [ ] VAR_1 , java.lang.String [ ] output , java.lang.String VAR_2 ) { java.lang.String VAR_3 = TYPE_1 . METHOD_2 ( VAR_1 , VAR_2 , false ) ; METHOD_3 ( VAR_3 , output , VAR_2 ) ; } 
","private void METHOD_1 ( java.lang.String [ ] VAR_1 , java.lang.String [ ] output , java.lang.String VAR_2 ) { java.lang.String VAR_3 = TYPE_1 . METHOD_2 ( VAR_1 , VAR_2 , false ) ; METHOD_3 ( VAR_3 , VAR_5 , VAR_2 ) ; } 
",-2,-2
16378,"public TYPE_1 METHOD_1 ( ) { TYPE_1 VAR_1 = new TYPE_1 ( ) ; VAR_1 . METHOD_2 ( STRING_1 , VAR_2 . METHOD_3 ( ) . METHOD_4 ( ) ) ; VAR_1 . METHOD_5 ( STRING_2 ) ; return VAR_1 ; } 
","public TYPE_1 METHOD_1 ( ) { TYPE_1 VAR_1 = new TYPE_1 ( ) ; VAR_1 . METHOD_2 ( STRING_1 , VAR_2 . METHOD_3 ( ) . METHOD_4 ( ) ) ; VAR_1 . METHOD_5 ( STRING_2 ) ; return VAR_1 ; } 
","public TYPE_1 METHOD_1 ( java.lang.String path ) { TYPE_1 VAR_1 = new TYPE_1 ( ) ; VAR_1 . METHOD_2 ( STRING_1 , VAR_2 . METHOD_3 ( ) . METHOD_4 ( ) ) ; VAR_1 . METHOD_5 ( path ) ; return VAR_1 ; } 
","public TYPE_1 METHOD_1 ( java.lang.String path ) { TYPE_1 VAR_1 = new TYPE_1 ( ) ; VAR_1 . METHOD_2 ( STRING_1 , VAR_2 . METHOD_3 ( ) . METHOD_4 ( ) ) ; VAR_1 . METHOD_5 ( STRING_2 ) ; return VAR_1 ; } 
",1,1
30431,"public static TYPE_1 METHOD_1 ( TYPE_2 path , TYPE_3 ... VAR_1 ) { return TYPE_4 . METHOD_2 ( path , VAR_2 class , VAR_3 class , VAR_1 ) ; } 
","public static TYPE_1 METHOD_1 ( TYPE_2 path , TYPE_3 ... VAR_1 ) { return TYPE_4 . METHOD_2 ( path , VAR_2 class , VAR_3 class , VAR_1 ) ; } 
","public long size ( ) { return file . length ( ) ; } 
","public long METHOD_1 ( ) { return file . length ( ) ; } 
",-2,-2
9578,"public boolean remove ( int ... VAR_1 ) { return remove ( METHOD_1 ( VAR_1 ) ) ; } 
","public boolean remove ( int ... VAR_1 ) { return remove ( METHOD_1 ( VAR_1 ) ) ; } 
","public boolean contains ( int ... keys ) throws java.lang.Exception { return ( METHOD_1 ( keys ) ) >= 0 ? true : false ; } 
","public boolean contains ( int ... VAR_1 ) throws java.lang.Exception { return ( METHOD_1 ( keys ) ) >= 0 ? true : false ; } 
",-2,-2
39555,"void METHOD_1 ( int VAR_1 ) { if ( ( VAR_2 ) != null ) { VAR_2 . setText ( VAR_1 ) ; METHOD_2 ( ) ; } } 
","void METHOD_1 ( int VAR_1 ) { if ( ( VAR_2 ) != null ) { VAR_2 . setText ( VAR_1 ) ; METHOD_2 ( ) ; } } 
","void METHOD_1 ( java.lang.String text ) { if ( ( VAR_2 ) != null ) { VAR_2 . setText ( text ) ; METHOD_2 ( ) ; } } 
","void METHOD_1 ( java.lang.String VAR_1 ) { if ( ( VAR_2 ) != null ) { VAR_2 . setText ( VAR_1 ) ; METHOD_2 ( ) ; } } 
",-2,-2
21244,"public void METHOD_1 ( TYPE_1 < TYPE_2 > VAR_1 ) { VAR_2 . METHOD_2 ( VAR_1 ) ; METHOD_3 ( ) ; } 
","public void METHOD_1 ( TYPE_1 < TYPE_2 > VAR_1 ) { VAR_2 . METHOD_2 ( VAR_1 ) ; METHOD_3 ( ) ; } 
","public void METHOD_1 ( TYPE_1 < TYPE_2 > VAR_1 ) { java.util.Collections.sort ( VAR_2 , VAR_1 ) ; METHOD_3 ( ) ; } 
","public void METHOD_1 ( TYPE_1 < TYPE_2 > VAR_1 ) { java.util.Collections.METHOD_2 ( VAR_2 , VAR_1 ) ; METHOD_3 ( ) ; } 
",1,1
2874,"public < TYPE_1 extends TYPE_2 > java.util.List < TYPE_1 > METHOD_1 ( java.util.List < TYPE_1 > VAR_1 , java.lang.String VAR_2 ) throws TYPE_3 ; 
","public < TYPE_1 extends TYPE_2 > java.util.List < TYPE_1 > METHOD_1 ( java.util.List < TYPE_1 > VAR_1 , java.lang.String VAR_2 ) throws TYPE_3 ; 
","public < TYPE_1 extends TYPE_2 > TYPE_1 METHOD_1 ( TYPE_1 element , java.lang.String VAR_2 ) throws TYPE_3 ; 
","public < TYPE_1 extends TYPE_2 > TYPE_1 METHOD_1 ( TYPE_1 VAR_1 , java.lang.String VAR_2 ) throws TYPE_3 ; 
",-2,-2
24705,"public void execute ( TYPE_1 data ) { VAR_1 . METHOD_1 ( java.lang.Integer.toString ( VAR_2 . METHOD_2 ( ) ) ) ; } 
","public void execute ( TYPE_1 data ) { VAR_1 . METHOD_1 ( java.lang.Integer.toString ( VAR_2 . METHOD_2 ( ) ) ) ; } 
","public void execute ( TYPE_1 data ) { VAR_1 . setText ( java.lang.Integer.toString ( VAR_2 . METHOD_2 ( ) ) ) ; } 
","public void execute ( TYPE_1 data ) { VAR_1 . METHOD_1 ( java.lang.Integer.toString ( VAR_2 . METHOD_2 ( ) ) ) ; } 
",-2,-2
13291,"public static java.awt.Color METHOD_1 ( java.lang.String VAR_1 ) { VAR_1 = VAR_1 . replaceAll ( STRING_1 , STRING_2 ) ; TYPE_1 c = new TYPE_1 ( ) ; return c . METHOD_2 ( VAR_1 ) ; } 
","public static java.awt.Color METHOD_1 ( java.lang.String VAR_1 ) { VAR_1 = VAR_1 . replaceAll ( STRING_1 , STRING_2 ) ; TYPE_1 c = new TYPE_1 ( ) ; return c . METHOD_2 ( VAR_1 ) ; } 
","public static java.awt.Color METHOD_1 ( java.lang.String VAR_1 ) { java.lang.String str = VAR_1 . replaceAll ( STRING_1 , STRING_2 ) ; TYPE_1 c = new TYPE_1 ( ) ; return c . METHOD_2 ( str ) ; } 
","public static java.awt.Color METHOD_1 ( java.lang.String VAR_1 ) { java.lang.String str = VAR_1 . replaceAll ( STRING_1 , STRING_2 ) ; TYPE_1 c = new TYPE_1 ( ) ; return c . METHOD_2 ( VAR_1 ) ; } 
",-2,-2
34187,"public void METHOD_1 ( java.lang.String [ ] VAR_1 ) { if ( VAR_1 != null ) { this . VAR_1 = new java.util.LinkedList < java.lang.String > ( TYPE_1 . METHOD_2 ( VAR_1 ) ) ; } else { this . VAR_1 = null ; } } 
","public void METHOD_1 ( java.lang.String [ ] VAR_1 ) { if ( VAR_1 != null ) { this . VAR_1 = new java.util.LinkedList < java.lang.String > ( TYPE_1 . METHOD_2 ( VAR_1 ) ) ; } else { this . VAR_1 = null ; } } 
","public void METHOD_1 ( java.lang.String [ ] VAR_1 ) { if ( VAR_1 != null ) { this . VAR_1 = new java.util.LinkedList < java.lang.String > ( java.util.Arrays.asList ( VAR_1 ) ) ; } else { this . VAR_1 = null ; } } 
","public void METHOD_1 ( java.lang.String [ ] VAR_1 ) { if ( VAR_1 != null ) { this . VAR_1 = new java.util.LinkedList < java.lang.String > ( java.util.Arrays.METHOD_2 ( VAR_1 ) ) ; } else { this . VAR_1 = null ; } } 
",2,2
9002,"public void METHOD_1 ( java.lang.String name , java.lang.String value ) throws TYPE_1 { if ( METHOD_2 ( value ) ) super . setValue ( name , value ) ; } 
","public void METHOD_1 ( java.lang.String name , java.lang.String value ) throws TYPE_1 { if ( METHOD_2 ( value ) ) super . setValue ( name , value ) ; } 
","public void setValue ( java.lang.String name , java.lang.String value ) throws TYPE_1 { if ( METHOD_2 ( value ) ) super . setValue ( name , value ) ; } 
","public void METHOD_1 ( java.lang.String name , java.lang.String value ) throws TYPE_1 { if ( METHOD_2 ( value ) ) super . setValue ( name , value ) ; } 
",-2,-2
38882,"public void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_2 . setText ( VAR_3 . METHOD_2 ( ) ) ; } 
","public void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_2 . setText ( VAR_3 . METHOD_2 ( ) ) ; } 
","public void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_2 . setText ( VAR_3 . getText ( ) ) ; } 
","public void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_2 . setText ( VAR_3 . METHOD_2 ( ) ) ; } 
",-2,-2
3018,"void METHOD_1 ( int VAR_1 ) { if ( ( this . VAR_2 ) != 0 ) { this . VAR_2 -= VAR_1 ; METHOD_2 ( ) ; } } 
","void METHOD_1 ( int VAR_1 ) { if ( ( this . VAR_2 ) != 0 ) { this . VAR_2 -= VAR_1 ; METHOD_2 ( ) ; } } 
","void METHOD_1 ( int VAR_1 ) { for ( int i = 0 ; i < VAR_1 ; i ++ ) { if ( ( this . VAR_2 ) > 0 ) { this . VAR_2 -= i ; } } METHOD_2 ( ) ; } 
","void METHOD_1 ( int VAR_1 ) { for ( int i = 0 ; i < VAR_1 ; i ++ ) { if ( ( this . VAR_2 ) > 0 ) { this . VAR_2 -= VAR_1 ; } } METHOD_2 ( ) ; } 
",-2,-2
34383,"private double METHOD_1 ( double number , char VAR_1 ) { int index = VAR_2 . METHOD_2 ( VAR_1 ) ; if ( index != ( - 1 ) ) return number * ( java.lang.Math.pow ( INT_1 , VAR_3 [ index ] ) ) ; return 0 ; } 
","private double METHOD_1 ( double number , char VAR_1 ) { int index = VAR_2 . METHOD_2 ( VAR_1 ) ; if ( index != ( - 1 ) ) return number * ( java.lang.Math.pow ( INT_1 , VAR_3 [ index ] ) ) ; return 0 ; } 
","private double METHOD_1 ( double number , int index ) { if ( index != ( - 1 ) ) return number * ( java.lang.Math.pow ( INT_1 , VAR_3 [ index ] ) ) ; return 0 ; } 
","private double METHOD_1 ( double number , int VAR_1 ) { if ( index != ( - 1 ) ) return number * ( java.lang.Math.pow ( INT_1 , VAR_3 [ index ] ) ) ; return 0 ; } 
",-2,-2
2562,"public void METHOD_1 ( java.lang.String VAR_1 ) { TYPE_1 VAR_2 = VAR_3 . METHOD_2 ( ) ; VAR_2 . METHOD_3 ( VAR_4 , VAR_1 ) ; VAR_2 . METHOD_4 ( ) ; } 
","public void METHOD_1 ( java.lang.String VAR_1 ) { TYPE_1 VAR_2 = VAR_3 . METHOD_2 ( ) ; VAR_2 . METHOD_3 ( VAR_4 , VAR_1 ) ; VAR_2 . METHOD_4 ( ) ; } 
","public void METHOD_1 ( java.lang.String VAR_1 ) { TYPE_1 VAR_2 = VAR_3 . METHOD_2 ( ) ; VAR_2 . METHOD_3 ( VAR_4 , VAR_1 ) ; VAR_2 . commit ( ) ; } 
","public void METHOD_1 ( java.lang.String VAR_1 ) { TYPE_1 VAR_2 = VAR_3 . METHOD_2 ( ) ; VAR_2 . METHOD_3 ( VAR_4 , VAR_1 ) ; VAR_2 . METHOD_4 ( ) ; } 
",-2,-2
7311,"public void set ( TYPE_1 time , TYPE_2 position , TYPE_3 VAR_1 ) { METHOD_1 ( time . METHOD_2 ( ) ) ; this . position . set ( position ) ; this . VAR_1 . set ( VAR_1 ) ; } 
","public void set ( TYPE_1 time , TYPE_2 position , TYPE_3 VAR_1 ) { METHOD_1 ( time . METHOD_2 ( ) ) ; this . position . set ( position ) ; this . VAR_1 . set ( VAR_1 ) ; } 
","public void set ( TYPE_1 time , TYPE_2 position , TYPE_3 VAR_1 ) { this . time . set ( time . METHOD_2 ( ) ) ; this . position . set ( position ) ; this . VAR_1 . set ( VAR_1 ) ; } 
","public void set ( TYPE_1 time , TYPE_2 position , TYPE_3 VAR_1 ) { this . time . METHOD_1 ( time . METHOD_2 ( ) ) ; this . position . set ( position ) ; this . VAR_1 . set ( VAR_1 ) ; } 
",1,1
19201,"public void METHOD_1 ( java.util.Date VAR_1 ) { this . VAR_1 = new java.util.Date ( VAR_1 . METHOD_2 ( ) ) ; } 
","public void METHOD_1 ( java.util.Date VAR_1 ) { this . VAR_1 = new java.util.Date ( VAR_1 . METHOD_2 ( ) ) ; } 
","public void METHOD_1 ( java.util.Date VAR_1 ) { this . VAR_1 = new java.util.Date ( VAR_1 . getTime ( ) ) ; } 
","public void METHOD_1 ( java.util.Date VAR_1 ) { this . VAR_1 = new java.util.Date ( VAR_1 . METHOD_2 ( ) ) ; } 
",-2,-2
12035,"public void METHOD_1 ( java.lang.String message ) { this . writer . METHOD_1 ( message ) ; } 
","public void METHOD_1 ( java.lang.String message ) { this . writer . METHOD_1 ( message ) ; } 
","public void METHOD_1 ( java.lang.String message ) { writer ( message ) ; } 
","public void METHOD_1 ( java.lang.String message ) { METHOD_1 ( message ) ; } 
",-1,-2
28688,"public int METHOD_1 ( java.lang.String name , int length ) { int VAR_1 = length ; return ( name . length ( ) ) < VAR_1 ? name . length ( ) : VAR_1 ; } 
","public int METHOD_1 ( java.lang.String name , int length ) { int VAR_1 = length ; return ( name . length ( ) ) < VAR_1 ? name . length ( ) : VAR_1 ; } 
","private static int METHOD_1 ( java.lang.String str , int length ) { return ( str . length ( ) ) < length ? str . length ( ) : length ; } 
","private static int METHOD_1 ( java.lang.String str , int length ) { return ( str . length ( ) ) < VAR_1 ? str . length ( ) : lVAR_1; } 
",-2,-2
10126,"public void METHOD_1 ( TYPE_1 t , TYPE_2 VAR_1 ) { for ( TYPE_3 b : METHOD_2 ( VAR_2 ) ) { VAR_2 . METHOD_1 ( t , VAR_1 ) ; } } 
","public void METHOD_1 ( TYPE_1 t , TYPE_2 VAR_1 ) { for ( TYPE_3 b : METHOD_2 ( VAR_2 ) ) { VAR_2 . METHOD_1 ( t , VAR_1 ) ; } } 
","public void METHOD_1 ( TYPE_1 t , TYPE_2 VAR_1 ) { for ( TYPE_3 b : METHOD_2 ( VAR_2 ) ) { b . METHOD_1 ( t , VAR_1 ) ; } } 
","public void METHOD_1 ( TYPE_1 t , TYPE_2 VAR_1 ) { for ( TYPE_3 b : METHOD_2 ( VAR_2 ) ) { VAR_2 . METHOD_1 ( t , VAR_1 ) ; } } 
",-2,-2
10835,"public boolean METHOD_1 ( int VAR_1 ) { if ( ( VAR_1 < 1 ) | ( VAR_1 > ( size ) ) ) { throw new TYPE_1 ( ) ; return false ; } return true ; } 
","public boolean METHOD_1 ( int VAR_1 ) { if ( ( VAR_1 < 1 ) | ( VAR_1 > ( size ) ) ) { throw new TYPE_1 ( ) ; return false ; } return true ; } 
","public boolean METHOD_1 ( int index ) { if ( ( index < 1 ) | ( index > ( size ) ) ) { throw new TYPE_1 ( ) ; return false ; } return true ; } 
","public boolean METHOD_1 ( int VAR_1 ) { if ( ( VAR_1 < 1 ) | ( VAR_1 > ( size ) ) ) { throw new TYPE_1 ( ) ; return false ; } return true ; } 
",-2,-2
33365,"public void METHOD_1 ( TYPE_1 VAR_1 ) { METHOD_2 ( ) . METHOD_1 ( VAR_1 . METHOD_3 ( ) ) ; METHOD_4 ( ) ; } 
","public void METHOD_1 ( TYPE_1 VAR_1 ) { METHOD_2 ( ) . METHOD_1 ( VAR_1 . METHOD_3 ( ) ) ; METHOD_4 ( ) ; } 
","public void METHOD_1 ( TYPE_1 VAR_1 ) { METHOD_2 ( ) . METHOD_1 ( java.util.Arrays.asList ( VAR_1 . METHOD_3 ( ) ) ) ; METHOD_4 ( ) ; } 
","public void METHOD_1 ( TYPE_1 VAR_1 ) { METHOD_2 ( ) . METHOD_1 ( java.util.Arrays.METHOD_1 ( VAR_1 . METHOD_3 ( ) ) ) ; METHOD_4 ( ) ; } 
",-2,-2
37047,"public TYPE_1 METHOD_1 ( ) { TYPE_1 VAR_1 = new TYPE_1 ( ) ; java.lang.String [ ] data = new java.lang.String [ ] { STRING_1 , STRING_2 , STRING_3 } ; VAR_1 . METHOD_2 ( data ) ; return data ; } 
","public TYPE_1 METHOD_1 ( ) { TYPE_1 VAR_1 = new TYPE_1 ( ) ; java.lang.String [ ] data = new java.lang.String [ ] { STRING_1 , STRING_2 , STRING_3 } ; VAR_1 . METHOD_2 ( data ) ; return VAR_1 ; } 
","public TYPE_1 METHOD_1 ( ) { TYPE_1 VAR_1 = new TYPE_1 ( ) ; java.lang.String [ ] data = new java.lang.String [ ] { STRING_1 , STRING_2 , STRING_3 } ; VAR_1 . METHOD_2 ( data ) ; return VAR_1 ; } 
","public TYPE_1 METHOD_1 ( ) { TYPE_1 VAR_1 = new TYPE_1 ( ) ; java.lang.String [ ] data = new java.lang.String [ ] { STRING_1 , STRING_2 , STRING_3 } ; VAR_1 . METHOD_2 ( data ) ; return VAR_1 ; } 
",-2,-2
7932,"public static TYPE_1 METHOD_1 ( android.content.Context VAR_1 ) { if ( ( VAR_2 ) == null ) { VAR_2 = new TYPE_1 ( VAR_1 . METHOD_2 ( ) ) ; } return VAR_2 ; } 
","public static TYPE_1 METHOD_1 ( android.content.Context VAR_1 ) { if ( ( VAR_2 ) == null ) { VAR_2 = new TYPE_1 ( VAR_1 . METHOD_2 ( ) ) ; } return VAR_2 ; } 
","public static TYPE_1 METHOD_1 ( android.content.Context context ) { if ( ( VAR_2 ) == null ) { VAR_2 = new TYPE_1 ( context . METHOD_2 ( ) ) ; } return VAR_2 ; } 
","public static TYPE_1 METHOD_1 ( android.content.Context VAR_1 ) { if ( ( VAR_2 ) == null ) { VAR_2 = new TYPE_1 ( VAR_1 . METHOD_2 ( ) ) ; } return VAR_2 ; } 
",-2,-2
33065,"public < TYPE_1 > TYPE_2 execute ( TYPE_3 < TYPE_1 > VAR_1 ) { TYPE_4 . METHOD_1 ( STRING_1 , VAR_1 . METHOD_2 ( ) , VAR_1 . METHOD_3 ( ) ) ; return METHOD_4 ( ) . execute ( VAR_1 ) ; } 
","public < TYPE_1 > TYPE_2 execute ( TYPE_3 < TYPE_1 > VAR_1 ) { TYPE_4 . METHOD_1 ( STRING_1 , VAR_1 . METHOD_2 ( ) , VAR_1 . METHOD_3 ( ) ) ; return METHOD_4 ( ) . execute ( VAR_1 ) ; } 
","public < TYPE_1 > TYPE_2 execute ( TYPE_3 < TYPE_1 > VAR_1 ) { TYPE_4 . error ( STRING_1 , VAR_1 . METHOD_2 ( ) , VAR_1 . METHOD_3 ( ) ) ; return METHOD_4 ( ) . execute ( VAR_1 ) ; } 
","public < TYPE_1 > TYPE_2 execute ( TYPE_3 < TYPE_1 > VAR_1 ) { TYPE_4 . METHOD_1 ( STRING_1 , VAR_1 . METHOD_2 ( ) , VAR_1 . METHOD_3 ( ) ) ; return METHOD_4 ( ) . execute ( VAR_1 ) ; } 
",-2,-2
8438,"public void METHOD_1 ( ) { ( index ) ++ ; METHOD_2 ( index ) ; TYPE_1 . METHOD_3 ( STRING_1 , STRING_2 ) ; VAR_1 = false ; } 
","public void METHOD_1 ( ) { ( index ) ++ ; METHOD_2 ( index ) ; TYPE_1 . METHOD_3 ( STRING_1 , STRING_2 ) ; VAR_1 = false ; } 
","public void METHOD_1 ( ) { ( index ) ++ ; getData ( index ) ; TYPE_1 . METHOD_3 ( STRING_1 , STRING_2 ) ; VAR_1 = false ; } 
","public void METHOD_1 ( ) { ( index ) ++ ; METHOD_2 ( index ) ; TYPE_1 . METHOD_3 ( STRING_1 , STRING_2 ) ; VAR_1 = false ; } 
",-2,-2
41447,"public void METHOD_1 ( java.lang.StringBuilder VAR_1 ) { for ( int i = 0 ; i < ( this . VAR_2 ) ; i ++ ) { this . parameters [ i ] . METHOD_2 ( ) . METHOD_1 ( VAR_1 , false ) ; } } 
","public void METHOD_1 ( java.lang.StringBuilder VAR_1 ) { for ( int i = 0 ; i < ( this . VAR_2 ) ; i ++ ) { this . parameters [ i ] . METHOD_2 ( ) . METHOD_1 ( VAR_1 , false ) ; } } 
","public void METHOD_1 ( java.lang.StringBuilder VAR_1 ) { for ( int i = 0 ; i < ( this . VAR_2 ) ; i ++ ) { this . parameters [ i ] . getType ( ) . METHOD_1 ( VAR_1 , false ) ; } } 
","public void METHOD_1 ( java.lang.StringBuilder VAR_1 ) { for ( int i = 0 ; i < ( this . VAR_2 ) ; i ++ ) { this . parameters [ i ] . METHOD_2 ( ) . METHOD_1 ( VAR_1 , false ) ; } } 
",-2,-2
44256,"public void METHOD_1 ( final TYPE_1 method , final java.lang.Object [ ] VAR_1 , final java.lang.Object VAR_2 ) throws java.lang.Throwable { TYPE_2 VAR_3 = TYPE_2 . METHOD_2 ( ) ; VAR_3 . METHOD_3 ( method . getClass ( ) , method , VAR_1 ) ; } 
","public void METHOD_1 ( final TYPE_1 method , final java.lang.Object [ ] VAR_1 , final java.lang.Object VAR_2 ) throws java.lang.Throwable { TYPE_2 VAR_3 = TYPE_2 . METHOD_2 ( ) ; VAR_3 . METHOD_3 ( method . getClass ( ) , method , VAR_1 ) ; } 
","public void METHOD_1 ( final TYPE_1 method , final java.lang.Object [ ] params , final java.lang.Object VAR_2 ) throws java.lang.Throwable { TYPE_2 VAR_3 = TYPE_2 . METHOD_2 ( ) ; VAR_3 . METHOD_3 ( method . getClass ( ) , method , params ) ; } 
","public void METHOD_1 ( final TYPE_1 method , final java.lang.Object [ ] VAR_1 , final java.lang.Object VAR_2 ) throws java.lang.Throwable { TYPE_2 VAR_3 = TYPE_2 . METHOD_2 ( ) ; VAR_3 . METHOD_3 ( method . getClass ( ) , method , VAR_1 ) ; } 
",-2,-2
39962,"public void METHOD_1 ( TYPE_1 VAR_1 ) throws TYPE_2 , java.io.IOException , TYPE_3 { TYPE_4 . METHOD_2 ( INT_1 ) ; } 
","public void METHOD_1 ( TYPE_1 VAR_1 ) throws TYPE_2 , java.io.IOException , TYPE_3 { TYPE_4 . METHOD_2 ( INT_1 ) ; } 
","public void METHOD_1 ( TYPE_1 VAR_1 ) throws TYPE_2 , java.io.IOException , TYPE_3 { init ( ) ; } 
","public void METHOD_1 ( TYPE_1 VAR_1 ) throws TYPE_2 , java.io.IOException , TYPE_3 { METHOD_2 ( ) ; } 
",-2,-2
